Date,TAVG,TMAX,TMIN,PRCP,SNOW,SNWD
1/24/87,,11,-4,0,0,3
1/25/87,,22,3,0,0,2
1/26/87,,28,9,0,0.1,2
1/27/87,,23,10,0.03,0.6,3
1/28/87,,35,23,0,0,2
1/29/87,,34,26,0.44,1.2,3
1/30/87,,34,31,0.02,0.3,3
1/31/87,,36,25,0,0,3
2/1/87,,46,35,0,0,1
2/2/87,,48,28,0,0,1
2/3/87,,43,30,0,0,0
2/4/87,,43,22,0,0,0
2/5/87,,35,25,0,0,0
2/6/87,,48,29,0,0,0
2/7/87,,53,30,0,0,0
2/8/87,,46,25,0,0,0
2/9/87,,36,17,0,0,0
2/10/87,,47,24,0,0,0
2/11/87,,53,29,0,0,0
2/12/87,,41,29,0,0,0
2/13/87,,43,29,0.01,0,0
2/14/87,,39,25,0,0,0
2/15/87,,26,18,0,0,0
2/16/87,,28,17,0,0,0
2/17/87,,36,24,0,0,0
2/18/87,,40,24,0,0,0
2/19/87,,43,24,0,0,0
2/20/87,,48,23,0,0,0
2/21/87,,48,33,0,0,0
2/22/87,,44,34,0,0,0
2/23/87,,47,28,0,0,0
2/24/87,,41,28,0,0,0
2/25/87,,44,28,0,0,0
2/26/87,,42,31,0,0,0
2/27/87,,44,33,0,0,0
2/28/87,,42,37,0.77,0,0
3/1/87,,46,35,0.05,0,0
3/2/87,,53,30,0,0,0
3/3/87,,49,28,0,0,0
3/4/87,,50,27,0,0,0
3/5/87,,50,38,0,0,0
3/6/87,,69,34,0,0,0
3/7/87,,75,44,0,0,0
3/8/87,,74,37,0,0,0
3/9/87,,37,24,0,0,0
3/10/87,,30,20,0,0,0
3/11/87,,35,21,0,0,0
3/12/87,,47,24,0,0,0
3/13/87,,37,30,0.1,0.9,0
3/14/87,,46,33,0.17,0.7,0
3/15/87,,38,32,0,0,0
3/16/87,,46,30,0,0,0
3/17/87,,48,31,0,0,0
3/18/87,,45,37,0.29,0,0
3/19/87,,52,38,0.05,0,0
3/20/87,,55,35,0,0,0
3/21/87,,58,32,0,0,0
3/22/87,,62,38,0,0,0
3/23/87,,70,44,0,0,0
3/24/87,,69,44,0.05,0,0
3/25/87,,50,42,0.05,0,0
3/26/87,,49,42,0,0,0
3/27/87,,47,40,0,0,0
3/28/87,,54,42,0,0,0
3/29/87,,52,30,0.14,0,0
3/30/87,,35,24,0,0,0
3/31/87,,42,22,0,0,0
4/1/87,,53,33,0.04,0,0
4/2/87,,38,26,0,0,0
4/3/87,,40,22,0,0,0
4/4/87,,50,27,0,0,0
4/5/87,,52,40,0,0,0
4/6/87,,56,42,0,0,0
4/7/87,,64,39,0,0,0
4/8/87,,53,36,0,0,0
4/9/87,,73,29,0,0,0
4/10/87,,76,46,0.25,0,0
4/11/87,,60,43,0.43,0,0
4/12/87,,60,43,0,0,0
4/13/87,,59,42,0.14,0,0
4/14/87,,57,51,0.8,0,0
4/15/87,,57,48,0.05,0,0
4/16/87,,61,45,0.01,0,0
4/17/87,,68,45,0,0,0
4/18/87,,78,47,0,0,0
4/19/87,,80,55,0,0,0
4/20/87,,87,59,0,0,0
4/21/87,,70,45,0,0,0
4/22/87,,53,45,0.51,0,0
4/23/87,,58,46,0.02,0,0
4/24/87,,59,43,0,0,0
4/25/87,,67,41,0,0,0
4/26/87,,72,47,0,0,0
4/27/87,,71,48,0,0,0
4/28/87,,67,41,0,0,0
4/29/87,,83,47,0,0,0
4/30/87,,52,40,0,0,0
5/1/87,,71,41,0.02,0,0
5/2/87,,58,49,0.59,0,0
5/3/87,,53,45,0,0,0
5/4/87,,61,41,0,0,0
5/5/87,,65,41,0,0,0
5/6/87,,77,44,0,0,0
5/7/87,,70,52,0,0,0
5/8/87,,72,49,0,0,0
5/9/87,,85,54,0,0,0
5/10/87,,88,65,0,0,0
5/11/87,,89,54,0.32,0,0
5/12/87,,59,45,0,0,0
5/13/87,,76,46,0,0,0
5/14/87,,86,57,0,0,0
5/15/87,,66,50,0,0,0
5/16/87,,83,50,0,0,0
5/17/87,,90,58,0.16,0,0
5/18/87,,79,60,0.38,0,0
5/19/87,,85,60,0.72,0,0
5/20/87,,81,57,0.06,0,0
5/21/87,,91,63,0.04,0,0
5/22/87,,68,56,0,0,0
5/23/87,,56,47,0,0,0
5/24/87,,58,47,0,0,0
5/25/87,,66,51,0.44,0,0
5/26/87,,87,62,0,0,0
5/27/87,,89,70,0,0,0
5/28/87,,90,71,0,0,0
5/29/87,,91,70,0,0,0
5/30/87,,86,68,0.08,0,0
5/31/87,,89,65,0.96,0,0
6/1/87,,85,66,0,0,0
6/2/87,,81,65,0.45,0,0
6/3/87,,79,60,0,0,0
6/4/87,,72,56,0,0,0
6/5/87,,87,57,0,0,0
6/6/87,,87,63,0,0,0
6/7/87,,89,66,0,0,0
6/8/87,,90,59,0.07,0,0
6/9/87,,66,56,0,0,0
6/10/87,,79,54,0,0,0
6/11/87,,85,63,1.17,0,0
6/12/87,,92,69,0,0,0
6/13/87,,92,68,0,0,0
6/14/87,,99,69,0,0,0
6/15/87,,83,69,0,0,0
6/16/87,,89,67,0,0,0
6/17/87,,96,67,0,0,0
6/18/87,,95,71,0,0,0
6/19/87,,89,74,0,0,0
6/20/87,,84,71,1.23,0,0
6/21/87,,85,70,0.21,0,0
6/22/87,,77,66,0,0,0
6/23/87,,87,61,0,0,0
6/24/87,,91,69,0,0,0
6/25/87,,79,65,0.52,0,0
6/26/87,,78,63,0,0,0
6/27/87,,76,57,0,0,0
6/28/87,,85,60,0,0,0
6/29/87,,82,67,0.04,0,0
6/30/87,,76,66,0.17,0,0
7/1/87,,77,66,0,0,0
7/2/87,,84,65,0,0,0
7/3/87,,89,68,0,0,0
7/4/87,,82,66,0,0,0
7/5/87,,79,68,0.22,0,0
7/6/87,,90,70,0.02,0,0
7/7/87,,87,68,0.2,0,0
7/8/87,,88,69,0,0,0
7/9/87,,92,71,0.25,0,0
7/10/87,,91,70,0.63,0,0
7/11/87,,93,71,0,0,0
7/12/87,,91,75,0,0,0
7/13/87,,75,63,0.02,0,0
7/14/87,,74,59,0,0,0
7/15/87,,72,58,0.41,0,0
7/16/87,,79,55,0,0,0
7/17/87,,91,66,0,0,0
7/18/87,,91,71,0,0,0
7/19/87,,93,76,0,0,0
7/20/87,,97,68,0.29,0,0
7/21/87,,93,68,0,0,0
7/22/87,,92,73,0,0,0
7/23/87,,92,74,0,0,0
7/24/87,,93,75,0,0,0
7/25/87,,93,76,0,0,0
7/26/87,,89,70,0,0,0
7/27/87,,79,64,0.76,0,0
7/28/87,,82,68,0.02,0,0
7/29/87,,92,70,0,0,0
7/30/87,,91,70,0,0,0
7/31/87,,88,74,0,0,0
8/1/87,,97,77,0,0,0
8/2/87,,96,79,0,0,0
8/3/87,,95,75,0,0,0
8/4/87,,84,67,0,0,0
8/5/87,,79,66,0,0,0
8/6/87,,87,64,0,0,0
8/7/87,,92,69,0,0,0
8/8/87,,77,72,0.11,0,0
8/9/87,,81,68,0.01,0,0
8/10/87,,79,64,0,0,0
8/11/87,,83,67,0,0,0
8/12/87,,86,66,0,0,0
8/13/87,,87,68,0.69,0,0
8/14/87,,85,72,1.79,0,0
8/15/87,,92,77,0,0,0
8/16/87,,93,70,1.32,0,0
8/17/87,,85,71,0,0,0
8/18/87,,79,65,0.34,0,0
8/19/87,,81,61,0,0,0
8/20/87,,86,64,0,0,0
8/21/87,,86,67,1.1,0,0
8/22/87,,82,61,0,0,0
8/23/87,,72,57,0,0,0
8/24/87,,69,54,0,0,0
8/25/87,,62,57,0.59,0,0
8/26/87,,67,57,3.9,0,0
8/27/87,,67,59,0.06,0,0
8/28/87,,72,59,0,0,0
8/29/87,,78,55,0,0,0
8/30/87,,82,62,0.04,0,0
8/31/87,,72,56,0,0,0
9/1/87,,77,53,0,0,0
9/2/87,,69,59,0,0,0
9/3/87,,71,53,0,0,0
9/4/87,,82,56,0,0,0
9/5/87,,87,62,0,0,0
9/6/87,,89,65,0,0,0
9/7/87,,77,66,0,0,0
9/8/87,,79,64,0,0,0
9/9/87,,78,64,0,0,0
9/10/87,,80,59,0,0,0
9/11/87,,80,60,0,0,0
9/12/87,,79,59,0.01,0,0
9/13/87,,71,52,0,0,0
9/14/87,,77,54,0,0,0
9/15/87,,79,64,0.01,0,0
9/16/87,,76,66,0.66,0,0
9/17/87,,71,64,0.28,0,0
9/18/87,,69,59,0.07,0,0
9/19/87,,72,52,0,0,0
9/20/87,,62,52,0.02,0,0
9/21/87,,61,49,0.04,0,0
9/22/87,,67,53,0.06,0,0
9/23/87,,75,49,0,0,0
9/24/87,,69,54,0,0,0
9/25/87,,72,45,0,0,0
9/26/87,,83,49,0,0,0
9/27/87,,85,64,0,0,0
9/28/87,,82,61,0.33,0,0
9/29/87,,67,57,0.01,0,0
9/30/87,,67,47,0,0,0
10/1/87,,72,41,0,0,0
10/2/87,,58,40,0,0,0
10/3/87,,54,35,0,0,0
10/4/87,,68,37,0,0,0
10/5/87,,68,49,0,0,0
10/6/87,,54,41,0,0,0
10/7/87,,48,36,0,0,0
10/8/87,,57,31,0,0,0
10/9/87,,61,47,0,0,0
10/10/87,,49,39,0.15,0,0
10/11/87,,49,33,0,0,0
10/12/87,,57,30,0,0,0
10/13/87,,64,37,0,0,0
10/14/87,,67,41,0,0,0
10/15/87,,74,50,0,0,0
10/16/87,,73,52,0.57,0,0
10/17/87,,55,43,0,0,0
10/18/87,,67,41,0,0,0
10/19/87,,53,42,0.4,0,0
10/20/87,,56,37,0.03,0,0
10/21/87,,44,32,0,0,0
10/22/87,,54,35,0.04,0,0
10/23/87,,50,33,0,0,0
10/24/87,,46,35,0.36,0,0
10/25/87,,54,31,0,0,0
10/26/87,,52,36,0.06,0,0
10/27/87,,54,36,0.06,0,0
10/28/87,,49,32,0,0,0
10/29/87,,58,37,0,0,0
10/30/87,,72,37,0,0,0
10/31/87,,57,46,0.18,0,0
11/1/87,,67,51,0.29,0,0
11/2/87,,69,58,0,0,0
11/3/87,,76,56,0,0,0
11/4/87,,68,47,0,0,0
11/5/87,,49,37,0,0,0
11/6/87,,50,32,0,0,0
11/7/87,,53,43,0.02,0,0
11/8/87,,59,42,0.01,0,0
11/9/87,,42,33,0,0,0
11/10/87,,40,30,0.08,0.3,0
11/11/87,,44,30,0,0,0
11/12/87,,57,34,0,0,0
11/13/87,,60,37,0,0,0
11/14/87,,57,38,0,0,0
11/15/87,,64,40,0,0,0
11/16/87,,63,50,0.27,0,0
11/17/87,,64,39,0.17,0,0
11/18/87,,42,33,0.06,0,0
11/19/87,,42,32,0,0,0
11/20/87,,34,23,0,0,0
11/21/87,,36,18,0,0,0
11/22/87,,53,29,0.04,0,0
11/23/87,,52,37,0,0,0
11/24/87,,43,33,0.27,0,0
11/25/87,,42,40,0.26,0,0
11/26/87,,42,37,0,0,0
11/27/87,,42,39,0.04,0,0
11/28/87,,54,42,0.83,0,0
11/29/87,,43,35,0.03,0,0
11/30/87,,40,33,0.22,0.3,0
12/1/87,,33,30,0.03,0.5,0
12/2/87,,34,28,0,0,0
12/3/87,,37,27,0.24,0.3,0
12/4/87,,38,23,0,0,0
12/5/87,,38,21,0,0,0
12/6/87,,35,29,0.06,0,0
12/7/87,,44,34,0.55,0,0
12/8/87,,56,43,0.16,0,0
12/9/87,,56,40,0.09,0,0
12/10/87,,45,33,0,0,0
12/11/87,,46,34,0.05,0,0
12/12/87,,39,33,0,0,0
12/13/87,,37,29,0,0,0
12/14/87,,36,24,0.3,2.2,2
12/15/87,,35,28,1.14,6.4,8
12/16/87,,32,25,0,0,8
12/17/87,,29,16,0,0,7
12/18/87,,31,18,0,0,7
12/19/87,,38,31,0.8,0,4
12/20/87,,38,29,0.11,0,3
12/21/87,,41,26,0,0,2
12/22/87,,40,31,0,0,2
12/23/87,,42,30,0,0,1
12/24/87,,47,37,0.04,0,1
12/25/87,,37,31,0,0,0
12/26/87,,35,27,0,0,0
12/27/87,,35,27,0.07,0,0
12/28/87,,35,31,0.84,7.7,8
12/29/87,,33,23,0,0,7
12/30/87,,36,20,0,0,6
12/31/87,,36,9,0,0,5
1/1/88,,8,1,0,0,4
1/2/88,,28,5,0,0,3
1/3/88,,31,18,0,0,3
1/4/88,,19,-8,0,0,3
1/5/88,,-1,-10,0,0,3
1/6/88,,4,-12,0,0,3
1/7/88,,15,-4,0,0,3
1/8/88,,21,1,0,0,2
1/9/88,,9,-4,0,0,2
1/10/88,,15,-8,0,0,2
1/11/88,,35,13,0,0,2
1/12/88,,43,18,0,0,2
1/13/88,,19,7,0,0,2
1/14/88,,21,5,0.01,0.1,2
1/15/88,,37,20,0.01,0.2,2
1/16/88,,46,33,0,0,1
1/17/88,,40,32,0.68,0.4,0
1/18/88,,36,32,0,0,0
1/19/88,,38,32,0.62,0,0
1/20/88,,39,31,0.02,0.1,0
1/21/88,,32,26,0,0,0
1/22/88,,29,26,0.02,0.3,0
1/23/88,,33,13,0.17,2,2
1/24/88,,33,18,0,0,2
1/25/88,,28,3,0.07,0.9,3
1/26/88,,20,3,0.01,0.4,3
1/27/88,,20,-2,0,0,3
1/28/88,,30,17,0,0,2
1/29/88,,49,25,0,0,0
1/30/88,,55,45,0,0,0
1/31/88,,54,37,0.46,0,0
2/1/88,,37,23,0.12,0.9,1
2/2/88,,26,20,0,0,1
2/3/88,,29,21,0.18,3.9,5
2/4/88,,26,9,0,0,4
2/5/88,,9,-1,0,0,3
2/6/88,,8,-2,0,0,2
2/7/88,,27,7,0,0,2
2/8/88,,24,8,0.06,0.9,3
2/9/88,,25,14,0.01,0.1,2
2/10/88,,24,14,0.25,4.2,6
2/11/88,,22,11,0.21,6.6,12
2/12/88,,18,1,0,0,11
2/13/88,,19,-5,0,0,10
2/14/88,,40,12,0.26,0,5
2/15/88,,37,19,0.02,0,3
2/16/88,,40,16,0.02,0.4,3
2/17/88,,42,25,0,0,2
2/18/88,,45,22,0,0,1
2/19/88,,40,29,0,0,1
2/20/88,,33,10,0.16,2.9,4
2/21/88,,33,4,0,0,3
2/22/88,,51,33,0,0,0
2/23/88,,36,20,0,0,0
2/24/88,,29,18,0,0,0
2/25/88,,30,14,0,0,0
2/26/88,,57,22,0,0,0
2/27/88,,38,26,0,0,0
2/28/88,,49,24,0,0,0
2/29/88,,51,30,0,0,0
3/1/88,,55,29,0,0,0
3/2/88,,43,30,0,0,0
3/3/88,,32,27,0,0,0
3/4/88,,35,25,0,0,0
3/5/88,,45,20,0,0,0
3/6/88,,52,23,0,0,0
3/7/88,,56,33,0,0,0
3/8/88,,55,45,0.13,0,0
3/9/88,,45,34,0,0,0
3/10/88,,48,30,0,0,0
3/11/88,,60,35,0,0,0
3/12/88,,57,32,0.07,0,0
3/13/88,,32,22,0.02,0.3,0
3/14/88,,28,19,0.03,0.3,0
3/15/88,,32,18,0,0,0
3/16/88,,41,27,0,0,0
3/17/88,,41,29,0.01,0.2,0
3/18/88,,44,28,0.04,0.5,0
3/19/88,,45,24,0,0,0
3/20/88,,37,23,0,0,0
3/21/88,,36,25,0,0,0
3/22/88,,67,28,0,0,0
3/23/88,,68,53,0,0,0
3/24/88,,71,48,0.65,0,0
3/25/88,,64,47,0.08,0,0
3/26/88,,47,32,0,0,0
3/27/88,,52,30,0,0,0
3/28/88,,60,42,0.8,0,0
3/29/88,,60,34,0.97,0.4,0
3/30/88,,51,33,0.04,0.2,0
3/31/88,,49,34,0,0,0
4/1/88,,48,40,0,0,0
4/2/88,,67,44,0.24,0,0
4/3/88,,61,46,0.12,0,0
4/4/88,,72,48,0,0,0
4/5/88,,85,56,0.36,0,0
4/6/88,,59,43,0.52,0,0
4/7/88,,61,39,0,0,0
4/8/88,,65,42,0,0,0
4/9/88,,68,45,0,0,0
4/10/88,,53,41,0,0,0
4/11/88,,55,40,0,0,0
4/12/88,,59,44,0,0,0
4/13/88,,72,41,0.01,0,0
4/14/88,,55,38,0.02,0,0
4/15/88,,51,34,0,0,0
4/16/88,,62,35,0,0,0
4/17/88,,75,42,0,0,0
4/18/88,,51,35,0,0,0
4/19/88,,53,32,0,0,0
4/20/88,,55,38,0.11,0,0
4/21/88,,45,33,0.04,0,0
4/22/88,,53,41,0.34,0,0
4/23/88,,50,41,0,0,0
4/24/88,,56,36,0,0,0
4/25/88,,69,39,0,0,0
4/26/88,,53,42,0.23,0,0
4/27/88,,44,37,0.11,0,0
4/28/88,,61,37,0,0,0
4/29/88,,68,41,0,0,0
4/30/88,,69,44,0,0,0
5/1/88,,70,45,0,0,0
5/2/88,,76,46,0,0,0
5/3/88,,70,50,0,0,0
5/4/88,,65,48,0,0,0
5/5/88,,70,47,0,0,0
5/6/88,,76,52,0,0,0
5/7/88,,83,47,0,0,0
5/8/88,,85,57,0.17,0,0
5/9/88,,62,55,0.06,0,0
5/10/88,,66,55,0,0,0
5/11/88,,75,51,0,0,0
5/12/88,,82,58,0.1,0,0
5/13/88,,69,46,0,0,0
5/14/88,,83,46,0,0,0
5/15/88,,82,63,0.26,0,0
5/16/88,,69,46,0,0,0
5/17/88,,64,44,0,0,0
5/18/88,,70,46,0,0,0
5/19/88,,77,50,0,0,0
5/20/88,,78,55,0,0,0
5/21/88,,80,56,0,0,0
5/22/88,,82,59,0,0,0
5/23/88,,60,55,1.27,0,0
5/24/88,,63,44,0.06,0,0
5/25/88,,63,42,0,0,0
5/26/88,,79,45,0,0,0
5/27/88,,84,57,0,0,0
5/28/88,,88,67,0,0,0
5/29/88,,90,65,0,0,0
5/30/88,,92,68,0,0,0
5/31/88,,92,66,0,0,0
6/1/88,,93,70,0,0,0
6/2/88,,80,55,0,0,0
6/3/88,,69,53,0,0,0
6/4/88,,78,53,0,0,0
6/5/88,,88,60,0,0,0
6/6/88,,91,66,0,0,0
6/7/88,,93,65,0,0,0
6/8/88,,81,52,0,0,0
6/9/88,,64,50,0,0,0
6/10/88,,70,51,0,0,0
6/11/88,,86,51,0,0,0
6/12/88,,91,58,0,0,0
6/13/88,,94,66,0,0,0
6/14/88,,95,70,0,0,0
6/15/88,,94,70,0,0,0
6/16/88,,83,64,0,0,0
6/17/88,,81,62,0,0,0
6/18/88,,93,62,0,0,0
6/19/88,,94,70,0,0,0
6/20/88,,103,77,0.23,0,0
6/21/88,,101,75,0,0,0
6/22/88,,98,69,0.06,0,0
6/23/88,,81,67,0,0,0
6/24/88,,92,67,0,0,0
6/25/88,,104,71,0,0,0
6/26/88,,73,62,0,0,0
6/27/88,,78,59,0,0,0
6/28/88,,88,61,0.45,0,0
6/29/88,,72,60,0.35,0,0
6/30/88,,72,58,0,0,0
7/1/88,,76,58,0,0,0
7/2/88,,78,57,0,0,0
7/3/88,,84,58,0,0,0
7/4/88,,89,64,0,0,0
7/5/88,,98,71,0,0,0
7/6/88,,98,75,0,0,0
7/7/88,,98,77,0,0,0
7/8/88,,97,74,0,0,0
7/9/88,,98,74,0,0,0
7/10/88,,86,69,0,0,0
7/11/88,,89,67,0,0,0
7/12/88,,81,69,0,0,0
7/13/88,,94,72,0,0,0
7/14/88,,101,79,0,0,0
7/15/88,,103,77,0,0,0
7/16/88,,99,73,0.46,0,0
7/17/88,,88,72,0,0,0
7/18/88,,79,67,1.19,0,0
7/19/88,,87,67,0,0,0
7/20/88,,80,69,0,0,0
7/21/88,,83,66,0,0,0
7/22/88,,81,63,0,0,0
7/23/88,,84,65,0,0,0
7/24/88,,91,65,0,0,0
7/25/88,,86,65,1.68,0,0
7/26/88,,82,65,0,0,0
7/27/88,,93,64,0,0,0
7/28/88,,96,73,0,0,0
7/29/88,,93,73,0,0,0
7/30/88,,93,70,1.02,0,0
7/31/88,,92,68,0,0,0
8/1/88,,100,78,0,0,0
8/2/88,,100,79,0,0,0
8/3/88,,95,79,0.01,0,0
8/4/88,,97,78,0,0,0
8/5/88,,88,76,0,0,0
8/6/88,,93,69,0,0,0
8/7/88,,94,70,0,0,0
8/8/88,,99,74,1.03,0,0
8/9/88,,86,72,0.01,0,0
8/10/88,,80,74,0.56,0,0
8/11/88,,94,74,0,0,0
8/12/88,,95,77,0,0,0
8/13/88,,94,77,0.36,0,0
8/14/88,,96,77,0,0,0
8/15/88,,94,79,0,0,0
8/16/88,,101,76,0,0,0
8/17/88,,99,81,0,0,0
8/18/88,,91,74,0.15,0,0
8/19/88,,74,70,0,0,0
8/20/88,,83,68,0,0,0
8/21/88,,80,65,0,0,0
8/22/88,,77,66,0.04,0,0
8/23/88,,86,66,0,0,0
8/24/88,,84,62,0,0,0
8/25/88,,84,61,0,0,0
8/26/88,,79,57,0,0,0
8/27/88,,70,61,0.55,0,0
8/28/88,,74,57,0,0,0
8/29/88,,74,53,0,0,0
8/30/88,,78,54,0,0,0
8/31/88,,83,58,0,0,0
9/1/88,,84,61,0,0,0
9/2/88,,86,63,0,0,0
9/3/88,,85,65,0,0,0
9/4/88,,71,56,0.45,0,0
9/5/88,,67,48,0,0,0
9/6/88,,69,47,0,0,0
9/7/88,,76,49,0,0,0
9/8/88,,82,55,0,0,0
9/9/88,,80,62,0,0,0
9/10/88,,85,56,0,0,0
9/11/88,,87,63,0,0,0
9/12/88,,86,71,0,0,0
9/13/88,,75,59,0,0,0
9/14/88,,82,55,0,0,0
9/15/88,,72,57,0,0,0
9/16/88,,75,59,0,0,0
9/17/88,,92,66,0,0,0
9/18/88,,88,67,0.05,0,0
9/19/88,,77,58,0.54,0,0
9/20/88,,68,53,0,0,0
9/21/88,,68,53,0.01,0,0
9/22/88,,88,61,0.16,0,0
9/23/88,,72,58,0,0,0
9/24/88,,70,51,0,0,0
9/25/88,,79,49,0,0,0
9/26/88,,83,55,0,0,0
9/27/88,,83,59,0,0,0
9/28/88,,70,58,0,0,0
9/29/88,,80,57,0,0,0
9/30/88,,77,62,0,0,0
10/1/88,,71,57,0.27,0,0
10/2/88,,69,54,0.44,0,0
10/3/88,,65,46,0,0,0
10/4/88,,52,40,0,0,0
10/5/88,,56,37,0,0,0
10/6/88,,56,37,0,0,0
10/7/88,,63,39,0,0,0
10/8/88,,65,44,0,0,0
10/9/88,,64,48,0,0,0
10/10/88,,69,49,0,0,0
10/11/88,,53,38,0,0,0
10/12/88,,50,34,0,0,0
10/13/88,,56,31,0,0,0
10/14/88,,73,44,0,0,0
10/15/88,,80,56,0.7,0,0
10/16/88,,73,55,0.01,0,0
10/17/88,,63,51,1.48,0,0
10/18/88,,56,45,0,0,0
10/19/88,,55,40,0,0,0
10/20/88,,52,38,0.11,0,0
10/21/88,,55,44,0.04,0,0
10/22/88,,53,36,0,0,0
10/23/88,,52,39,0.42,0,0
10/24/88,,40,35,0,0,0
10/25/88,,45,31,0,0,0
10/26/88,,46,30,0,0,0
10/27/88,,58,37,0.05,0,0
10/28/88,,44,33,0,0,0
10/29/88,,43,28,0,0,0
10/30/88,,46,25,0,0,0
10/31/88,,53,29,0,0,0
11/1/88,,48,39,0,0,0
11/2/88,,53,39,0,0,0
11/3/88,,60,40,0,0,0
11/4/88,,61,51,0.99,0,0
11/5/88,,51,37,0.05,0,0
11/6/88,,37,31,0.13,1.2,0
11/7/88,,46,33,0.01,0,0
11/8/88,,53,35,0,0,0
11/9/88,,50,42,1.68,0,0
11/10/88,,50,36,0.09,0,0
11/11/88,,46,33,0,0,0
11/12/88,,48,37,0.7,0,0
11/13/88,,53,37,0,0,0
11/14/88,,57,41,0,0,0
11/15/88,,64,47,0.89,0,0
11/16/88,,64,34,0.41,0,0
11/17/88,,49,32,0,0,0
11/18/88,,54,36,0,0,0
11/19/88,,49,40,0.57,0,0
11/20/88,,43,31,0,0,0
11/21/88,,38,31,0,0,0
11/22/88,,44,29,0,0,0
11/23/88,,49,33,0,0,0
11/24/88,,58,35,0,0,0
11/25/88,,58,42,0,0,0
11/26/88,,58,52,0.46,0,0
11/27/88,,54,32,0,0,0
11/28/88,,35,28,0.03,0.3,0
11/29/88,,46,28,0,0,0
11/30/88,,39,29,0,0,0
12/1/88,,29,21,0,0,0
12/2/88,,47,21,0,0,0
12/3/88,,54,36,0,0,0
12/4/88,,42,26,0,0,0
12/5/88,,46,32,0,0,0
12/6/88,,55,34,0,0,0
12/7/88,,44,29,0,0,0
12/8/88,,36,21,0,0,0
12/9/88,,30,17,0,0,0
12/10/88,,29,11,0.04,1.1,1
12/11/88,,25,7,0,0,1
12/12/88,,28,14,0.08,1.2,1
12/13/88,,42,28,0,0,0
12/14/88,,49,29,0,0,0
12/15/88,,29,11,0,0,0
12/16/88,,18,6,0.03,0.7,1
12/17/88,,24,12,0,0,1
12/18/88,,36,13,0,0,0
12/19/88,,56,27,0,0,0
12/20/88,,59,33,0.18,0,0
12/21/88,,37,31,0,0,0
12/22/88,,49,30,0.98,0,0
12/23/88,,50,39,0,0,0
12/24/88,,44,29,0,0,0
12/25/88,,30,22,0,0,0
12/26/88,,36,27,0.8,6.6,7
12/27/88,,42,20,0.67,1.1,5
12/28/88,,20,13,0,0,4
12/29/88,,20,10,0,0,4
12/30/88,,34,18,0,0,3
12/31/88,,37,18,0,0,3
1/1/89,,32,21,0,0,3
1/2/89,,32,18,0,0,3
1/3/89,,34,20,0,0,3
1/4/89,,28,15,0,0,2
1/5/89,,38,24,0.39,0,2
1/6/89,,38,35,0.08,0,1
1/7/89,,55,24,0.05,0,1
1/8/89,,24,9,0,0.2,1
1/9/89,,28,7,0,0,0
1/10/89,,40,28,0,0,0
1/11/89,,44,29,0.05,0,0
1/12/89,,41,25,0.02,0,0
1/13/89,,35,21,0,0,0
1/14/89,,34,26,0,0,0
1/15/89,,35,28,0,0,0
1/16/89,,44,24,0,0,0
1/17/89,,44,33,0,0,0
1/18/89,,46,34,0,0,0
1/19/89,,53,30,0,0,0
1/20/89,,37,24,0,0,0
1/21/89,,36,21,0,0,0
1/22/89,,49,30,0,0,0
1/23/89,,52,34,0,0,0
1/24/89,,44,38,0,0,0
1/25/89,,49,37,0.13,0,0
1/26/89,,43,28,0,0,0
1/27/89,,48,27,0,0,0
1/28/89,,50,35,0.11,0,0
1/29/89,,44,39,0.05,0,0
1/30/89,,48,36,0,0,0
1/31/89,,67,40,0,0,0
2/1/89,,52,30,0,0,0
2/2/89,,31,26,0,0,0
2/3/89,,28,10,0.03,1.2,1
2/4/89,,10,5,0.27,3.7,5
2/5/89,,23,5,0.16,3.5,8
2/6/89,,12,-2,0,0,6
2/7/89,,23,5,0,0,5
2/8/89,,24,7,0,0,4
2/9/89,,18,0,0,0,4
2/10/89,,25,12,0,0,3
2/11/89,,33,19,0,0,3
2/12/89,,37,20,0,0,2
2/13/89,,38,29,0.3,3.7,5
2/14/89,,35,25,0,0,3
2/15/89,,33,25,0.11,1.9,4
2/16/89,,32,15,0,0,3
2/17/89,,29,19,0,0,3
2/18/89,,28,22,0.01,0.2,3
2/19/89,,33,24,0,0,3
2/20/89,,31,27,0.27,3.4,7
2/21/89,,33,22,0.02,0.5,8
2/22/89,,28,13,0,0,6
2/23/89,,25,10,0.03,1.4,7
2/24/89,,24,6,0,0,6
2/25/89,,40,20,0.02,0,5
2/26/89,,36,22,0.02,0.4,4
2/27/89,,29,15,0,0,3
2/28/89,,30,15,0,0,2
3/1/89,,25,12,0,0,2
3/2/89,,29,19,0.07,1.4,3
3/3/89,,40,28,0.44,0,1
3/4/89,,47,27,0.02,0,1
3/5/89,,28,20,0,0.1,1
3/6/89,,29,25,0,0,0
3/7/89,,28,20,0,0,0
3/8/89,,37,20,0,0,0
3/9/89,,47,27,0,0,0
3/10/89,,55,33,0,0,0
3/11/89,,63,36,0,0,0
3/12/89,,41,35,0,0,0
3/13/89,,55,34,0,0,0
3/14/89,,60,37,0.15,0,0
3/15/89,,42,27,0,0,0
3/16/89,,53,25,0,0,0
3/17/89,,36,29,0.76,0,0
3/18/89,,30,20,0,0,0
3/19/89,,39,19,0.01,0.2,0
